Name,date,MMSI,CallSign,ImoNumber ,Destination,Eta mois,Eta day,Eta hour,Eta minutes,Type of vessel,DimensionA,DimensionB,DimensionC,DimensionD
RIVER CLOUD,2023-03-24 08:12:30.294011+00:00,244000855,PB69814,0,VECHT,10,14,15,43,69,6,20,3,3
BERRIZ KUKUARRI     ,2023-03-24 08:12:30.295702+00:00,224074890,ECBW   ,9275282,,0,0,24,60,30,25,7,3,4
RIVER CLOUD,2023-03-24 08:12:30.297613+00:00,244000855,PB69814,0,VECHT,10,14,15,43,69,6,20,3,3
SILY                ,2023-03-24 08:12:30.335123+00:00,215998000,9HA5409,9679347,AIGINA              ,7,26,13,30,37,25,25,5,5
GOVENEK OF LADRAM  ,2023-03-24 08:12:30.364673+00:00,235006840,GGCR ,0,FISHING GROUNDS,0,0,24,60,0,18,5,4,3
ARIADNE             ,2023-03-24 08:12:30.366888+00:00,241760000,SVDM7  ,9413535,FECAMP WORKSITE     ,3,22,11,30,90,40,90,13,12
STELLA MARINA ,2023-03-24 08:12:30.368831+00:00,247061650,IJOH,0,,0,0,24,60,30,6,13,4,1
BALTRUM V           ,2023-03-24 08:12:30.434528+00:00,211837110,DHRU2  ,9899014,EMDEN               ,1,18,15,0,70,43,10,3,9
HNLMS VAN AMSTEL    ,2023-03-24 08:12:30.473078+00:00,245965000,PAME   ,0,,0,0,24,60,35,41,81,4,10
GIRAUD              ,2023-03-24 08:12:30.506032+00:00,538071238,V7UE6  ,9707209,VALENCIA            ,2,17,13,0,37,13,27,5,3
GIRAUD              ,2023-03-24 08:12:30.508539+00:00,538071238,V7UE6  ,9707209,VALENCIA            ,2,17,13,0,37,13,27,5,3
SCARABE             ,2023-03-24 08:12:30.529452+00:00,241373000,SVCE2  ,9712967,BR IMBITUBA         ,2,26,20,0,70,170,30,20,12
TRANS FJELL,2023-03-24 08:12:30.556166+00:00,248886000,9HA2563,9329306,DKVEJ,3,25,3,0,82,78,10,7,7
RUSADIR,2023-03-24 08:12:30.559680+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:12:30.560017+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:12:30.560314+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
MSC ORTOLAN II      ,2023-03-24 08:12:30.624084+00:00,636022277,D5XN8  ,9401685,ESVLC               ,3,23,11,0,79,159,16,12,15
WILLEM              ,2023-03-24 08:12:30.624911+00:00,244690996,PH5051 ,0,,0,0,24,60,69,23,23,0,13
MSC ORTOLAN II      ,2023-03-24 08:12:30.625807+00:00,636022277,D5XN8  ,9401685,ESVLC               ,3,23,11,0,79,159,16,12,15
MEDGAR EVERS,2023-03-24 08:12:30.626907+00:00,369928000,NVRS,9593115,0,0,0,24,60,35,133,77,25,8
MED VEGA            ,2023-03-24 08:12:30.712317+00:00,219029866,OZVT2  ,9905473,DE BRV              ,12,26,13,30,52,13,12,7,6
FISKEBANK1          ,2023-03-24 08:12:30.716711+00:00,259245000,LDAM   ,7207671,VHF CH 16           ,5,13,19,5,30,30,6,0,0
CARPE DIEM          ,2023-03-24 08:12:30.717002+00:00,219013538,OUPN   ,0,,0,0,24,60,30,5,19,4,3
FOSNA ARES,2023-03-24 08:12:30.717259+00:00,257071030,LH2727,0,FISHFARM,1,13,24,60,70,4,11,6,6
F/V SUNDEROY        ,2023-03-24 08:12:30.718057+00:00,257122130,LFPE   ,9859507,HOLMEN              ,0,0,24,60,30,34,42,0,17
FISKEBANK1          ,2023-03-24 08:12:30.738299+00:00,259245000,LDAM   ,7207671,VHF CH 16           ,5,13,19,5,30,30,6,0,0
FOSNA ARES,2023-03-24 08:12:30.739313+00:00,257071030,LH2727,0,FISHFARM,1,13,24,60,70,4,11,6,6
F/V SUNDEROY        ,2023-03-24 08:12:30.740358+00:00,257122130,LFPE   ,9859507,HOLMEN              ,0,0,24,60,30,34,42,0,17
FISKEBANK1          ,2023-03-24 08:12:30.744955+00:00,259245000,LDAM   ,7207671,VHF CH 16           ,5,13,19,5,30,30,6,0,0
FOSNA ARES,2023-03-24 08:12:30.745679+00:00,257071030,LH2727,0,FISHFARM,1,13,24,60,70,4,11,6,6
F/V SUNDEROY        ,2023-03-24 08:12:30.770718+00:00,257122130,LFPE   ,9859507,HOLMEN              ,0,0,24,60,30,34,42,0,17
GRINZA 6,2023-03-24 08:12:30.773267+00:00,244700358,PF2593,0,BRUG BLAUWVERLAAT,3,24,14,51,79,68,12,3,7
VIKING QUEEN        ,2023-03-24 08:12:30.818757+00:00,366985050,WDB9919,0,US^0X6B>0X9W        ,3,22,7,24,57,456,30,38,37
GRINZA 6,2023-03-24 08:12:30.820563+00:00,244700358,PF2593,0,BRUG BLAUWVERLAAT,3,24,14,51,79,68,12,3,7
ELBPHILHARMONIE,2023-03-24 08:12:30.843918+00:00,211762670,DJ8379,0,HAMBURG,5,15,17,10,69,24,6,4,5
MPOSS,2023-03-24 08:12:30.844817+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
SAMSON,2023-03-24 08:12:30.845936+00:00,253413000,LXIN,0,ANTWERP  ,12,28,18,0,33,4,62,8,12
BUGSIER 2           ,2023-03-24 08:12:30.846517+00:00,211876000,DDBC2  ,9338993,HAMBURG             ,1,17,20,0,32,14,19,5,7
SEA FALCON          ,2023-03-24 08:12:30.851160+00:00,636092729,D5LV8  ,9766358,MACAS               ,3,16,11,30,70,148,33,18,12
ODYSSEY             ,2023-03-24 08:12:30.852464+00:00,538005999,V7IV2  ,7347823,ZA CPT              ,11,17,6,30,90,28,28,6,6
ODYSSEY             ,2023-03-24 08:12:30.854257+00:00,538005999,V7IV2  ,7347823,ZA CPT              ,11,17,6,30,90,28,28,6,6
H.KANTER            ,2023-03-24 08:12:30.889861+00:00,276504000,ESUB   ,9277199,HARBOUR ASSISTANCE  ,1,2,12,0,52,19,13,7,5
ALIDA,2023-03-24 08:12:30.900087+00:00,246352000,PCLN,0,NLHLP SAR/VHF16,0,0,24,60,51,7,3,1,3
EGS PIONEER         ,2023-03-24 08:12:30.922351+00:00,235084947,2EGS9  ,7382926,SURVEY OPS          ,2,21,10,0,90,9,16,3,4
TRITON              ,2023-03-24 08:12:30.932838+00:00,367774360,WDJ4094,9812042,TAMPA               ,1,10,8,0,31,16,7,6,14
ILLUSION,2023-03-24 08:12:30.933339+00:00,211744760,DH3344,0,ANTWERPEN (HAVENS),3,15,10,14,83,100,14,2,6
MOONSHADOW,2023-03-24 08:12:30.952546+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
RIVER DISCOVERY II ,2023-03-24 08:12:30.954936+00:00,269057824,HE7824,0,KOLN,3,10,9,0,69,30,105,6,6
ALIDA,2023-03-24 08:12:30.957157+00:00,246352000,PCLN,0,NLHLP SAR/VHF16,0,0,24,60,51,7,3,1,3
SYRENI              ,2023-03-24 08:12:31.002316+00:00,265033430,SFE4873,0, WWW.BATTAXI.SE     ,1,1,0,0,60,9,13,4,3
MED VEGA            ,2023-03-24 08:12:31.115561+00:00,219029866,OZVT2  ,9905473,DE BRV              ,12,26,13,30,52,13,12,7,6
MAERSK VILNIUS      ,2023-03-24 08:12:31.121752+00:00,565533000,9V8503 ,9408956,USORF>USCHS         ,3,24,7,0,70,149,31,22,6
TRITON              ,2023-03-24 08:12:31.122581+00:00,367774360,WDJ4094,9812042,TAMPA               ,1,10,8,0,31,16,7,6,14
VISTULA MAERSK,2023-03-24 08:12:31.157756+00:00,219678000,OWYC2,9775737,BEANT-CAMON,4,2,19,0,71,161,39,18,18
RUSADIR,2023-03-24 08:12:31.195036+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:12:31.195802+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
VANTHYA             ,2023-03-24 08:12:31.204178+00:00,244700710,PB7275,0,AMSTERDAM HARLINGEN,9,13,23,0,99,85,15,8,4
STRUTEN             ,2023-03-24 08:12:31.250845+00:00,257714700,LG8478 ,0,CALL CH16           ,3,21,12,34,52,8,4,2,2
GRINZA 6,2023-03-24 08:12:31.254759+00:00,244700358,PF2593,0,BRUG BLAUWVERLAAT,3,24,14,51,79,68,12,3,7
EIR                 ,2023-03-24 08:12:31.269106+00:00,257045380,LFHM   ,0,FISKERIPATRULJE     ,1,1,0,0,99,6,17,2,3
EIR                 ,2023-03-24 08:12:31.279627+00:00,257045380,LFHM   ,0,FISKERIPATRULJE     ,1,1,0,0,99,6,17,2,3
PALERMO  ,2023-03-24 08:12:31.281562+00:00,244770459,PH6181,0,FRANKFURT,0,0,0,0,99,90,15,2,9
EIR                 ,2023-03-24 08:12:31.297016+00:00,257045380,LFHM   ,0,FISKERIPATRULJE     ,1,1,0,0,99,6,17,2,3
SEAJACKS SCYLLA,2023-03-24 08:12:31.302800+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
T MAKKEN,2023-03-24 08:12:31.365544+00:00,244780485,PI2969,0,ALPHEN,11,13,15,0,52,5,6,3,1
KAYAK 3 ,2023-03-24 08:12:31.370305+00:00,205473690,OT4736,0,,0,0,0,0,0,62,0,0,8
T MAKKEN,2023-03-24 08:12:31.413032+00:00,244780485,PI2969,0,ALPHEN,11,13,15,0,52,5,6,3,1
KAYAK 3 ,2023-03-24 08:12:31.418211+00:00,205473690,OT4736,0,,0,0,0,0,0,62,0,0,8
LORELEY,2023-03-24 08:12:31.420859+00:00,244670392,PD5087,0,SPYCK,11,23,12,0,70,45,12,4,3
VISTULA MAERSK,2023-03-24 08:12:31.421310+00:00,219678000,OWYC2,9775737,BEANT-CAMON,4,2,19,0,71,161,39,18,18
KAYAK 3 ,2023-03-24 08:12:31.423096+00:00,205473690,OT4736,0,,0,0,0,0,0,62,0,0,8
DE AA               ,2023-03-24 08:12:31.522609+00:00,244700855,PH3280 ,0,VEERPONT            ,0,0,24,60,99,7,4,2,3
LANGEVIN            ,2023-03-24 08:12:31.525226+00:00,227148000,FGBP   ,7932214,BREST               ,4,18,7,30,33,12,44,3,10
LANGEVIN            ,2023-03-24 08:12:31.531185+00:00,227148000,FGBP   ,7932214,BREST               ,4,18,7,30,33,12,44,3,10
CSL THAMES          ,2023-03-24 08:12:31.584431+00:00,249605000,9HVS9  ,9440447,FUSINA ITALY        ,3,21,11,0,70,159,16,14,12
RUSADIR,2023-03-24 08:12:31.588985+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
GIRAGLIA            ,2023-03-24 08:12:31.591890+00:00,247458000,IJKN   ,8013235,ITSTGFRBON          ,12,22,13,40,60,15,60,8,4
RNLI LIFEBOAT 13-48,2023-03-24 08:12:31.619681+00:00,232027359,MHFP6,0,TRIALS,3,14,0,0,51,5,8,3,1
ALGOMA SAULT,2023-03-24 08:12:31.621174+00:00,316036089,VBCD,9619282,HAMILTON,7,1,2,0,70,197,29,21,3
KORD WIND,2023-03-24 08:12:31.622986+00:00,273397150,UCXQ,9013658,RU MMK              ,3,25,7,0,80,73,17,2,12
MPOSS,2023-03-24 08:12:31.625827+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
FIDUCIA,2023-03-24 08:12:31.628049+00:00,211471970,DC7113,0,MINDEN              ,3,26,18,0,20,75,10,7,2
RAQUEL S            ,2023-03-24 08:12:31.656964+00:00,255806136,CQAC6  ,9515591,ESALG         ,3,25,18,0,70,132,40,14,14
LANGEVIN            ,2023-03-24 08:12:31.679913+00:00,227148000,FGBP   ,7932214,BREST               ,4,18,7,30,33,12,44,3,10
ATTITUDE            ,2023-03-24 08:12:31.724231+00:00,319245200,ZGQX3  ,9903487,LA SPEZIA           ,0,0,24,60,37,22,19,4,5
EYE OF THE WIND     ,2023-03-24 08:12:31.731792+00:00,233789000,GWAK   ,529986400,PT HOR              ,3,23,11,0,36,32,1,2,2
KLONDYKE            ,2023-03-24 08:12:31.774043+00:00,258542000,LCCZ   ,0,CH 16 FOR INFO      ,0,0,24,60,30,16,10,3,3
KLONDYKE            ,2023-03-24 08:12:31.780288+00:00,258542000,LCCZ   ,0,CH 16 FOR INFO      ,0,0,24,60,30,16,10,3,3
KLONDYKE            ,2023-03-24 08:12:31.806925+00:00,258542000,LCCZ   ,0,CH 16 FOR INFO      ,0,0,24,60,30,16,10,3,3
F/V SAN ANTONIO BERR,2023-03-24 08:12:31.810443+00:00,224056170,EBXO   ,8740022,,0,0,24,60,30,20,14,4,3
SEAJACKS SCYLLA,2023-03-24 08:12:31.813316+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
GREENPORTS 1,2023-03-24 08:12:31.907267+00:00,211718100,DK8884,0,BREMERHAVEN,9,16,23,0,79,56,15,5,6
LEXA MAERSK         ,2023-03-24 08:12:31.909657+00:00,477665200,VRTV3  ,9190767,PANAMA CANAL > PAMIT,3,23,6,0,79,196,70,27,11
LADY GENESIS        ,2023-03-24 08:12:31.910360+00:00,357689000,3FTS3  ,9186730,PA COLON ANCHORAGE  ,11,26,17,0,89,129,16,9,9
S PILOGE MOHAMMEDIA ,2023-03-24 08:12:31.910973+00:00,242000000,,0,,0,0,24,60,0,0,0,0,0
TIM   ,2023-03-24 08:12:31.939159+00:00,244700399,PD8100,0,WEISENAU,2,19,16,10,79,178,15,4,8
FN44 HELENE SARAH ,2023-03-24 08:12:31.989118+00:00,219009542,XP2611 ,0,,0,0,24,60,30,10,3,2,2
WARNOW MASTER       ,2023-03-24 08:12:31.992035+00:00,636093095,5LFD4  ,9449833,ESVLC               ,3,28,17,30,71,159,21,19,6
FRI TIDE,2023-03-24 08:12:32.047071+00:00,309186000,C6VW4,9195676,GDYNIA \ PL GDY,3,20,12,50,70,77,12,7,5
FRI TIDE,2023-03-24 08:12:32.048518+00:00,309186000,C6VW4,9195676,GDYNIA \ PL GDY,3,20,12,50,70,77,12,7,5
TRANS FJELL,2023-03-24 08:12:32.101964+00:00,248886000,9HA2563,9329306,DKVEJ,3,25,3,0,82,78,10,7,7
SAILBOA,2023-03-24 08:12:32.104866+00:00,244780406,PB3870,0,AMSTERDAM,0,0,24,60,69,24,4,2,4
DORIS,2023-03-24 08:12:32.108987+00:00,211707860,DB7254,0,MONDORF,0,0,0,0,33,51,7,7,3
MAERSK SURABAYA     ,2023-03-24 08:12:32.133907+00:00,219029762,OZSO2  ,9330068,FRLEH               ,3,24,3,0,79,261,71,18,26
MAERSK SURABAYA     ,2023-03-24 08:12:32.134974+00:00,219029762,OZSO2  ,9330068,FRLEH               ,3,24,3,0,79,261,71,18,26
SAILBOA,2023-03-24 08:12:32.136268+00:00,244780406,PB3870,0,AMSTERDAM,0,0,24,60,69,24,4,2,4
FAIRPLAY VIII,2023-03-24 08:12:32.141113+00:00,211286160,DNCD,0,HANSAHAFEN,3,22,12,42,52,10,15,2,5
RUSADIR,2023-03-24 08:12:32.143745+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
FAIRPLAY VIII,2023-03-24 08:12:32.179831+00:00,211286160,DNCD,0,HANSAHAFEN,3,22,12,42,52,10,15,2,5
BALTIC ENABLER      ,2023-03-24 08:12:32.187595+00:00,265039000,SBTP   ,9884681,BE ANTWERP          ,3,22,19,0,70,155,87,16,20
BALTIC ENABLER      ,2023-03-24 08:12:32.189909+00:00,265039000,SBTP   ,9884681,BE ANTWERP          ,3,22,19,0,70,155,87,16,20
ESVAGT WIND 6       ,2023-03-24 08:12:32.191176+00:00,219026174,OX3132 ,0,OOSTENDE            ,3,19,15,30,40,5,7,3,1
SAILBOA,2023-03-24 08:12:32.219292+00:00,244780406,PB3870,0,AMSTERDAM,0,0,24,60,69,24,4,2,4
NORTHERN PRIORITY   ,2023-03-24 08:12:32.219853+00:00,636091832,A8TL3  ,9450313,TANGER MED 02       ,4,3,11,0,79,206,58,12,20
BALTIC ENABLER      ,2023-03-24 08:12:32.221663+00:00,265039000,SBTP   ,9884681,BE ANTWERP          ,3,22,19,0,70,155,87,16,20
VERNICOS OCEANOS,2023-03-24 08:12:32.233213+00:00,239998500,SVA7379,9186053,PIRAEUS,0,0,0,0,52,10,17,2,7
BALTIC ENABLER      ,2023-03-24 08:12:32.270827+00:00,265039000,SBTP   ,9884681,BE ANTWERP          ,3,22,19,0,70,155,87,16,20
OYSKJAER,2023-03-24 08:12:32.283467+00:00,257185420,LM2085,0,,0,0,24,60,30,10,5,2,3
FENSFJORD           ,2023-03-24 08:12:32.286306+00:00,246188000,PHFD   ,9268887,EYDEHAVN            ,3,24,6,0,70,105,6,8,5
INGVALDSON          ,2023-03-24 08:12:32.288572+00:00,257030600,LG5614,0,GO JUL,0,0,24,60,30,0,15,0,5
TRANSOCEAN EQUINOX,2023-03-24 08:12:32.289142+00:00,258614000,LEXS,9633599,SKIPAVIKA,10,8,16,0,90,30,84,63,31
OYSKJAER,2023-03-24 08:12:32.313987+00:00,257185420,LM2085,0,,0,0,24,60,30,10,5,2,3
RIO,2023-03-24 08:12:32.314781+00:00,229830000,9HA5610,9851024,MONACO,2,25,10,0,37,22,40,6,6
FENSFJORD           ,2023-03-24 08:12:32.316575+00:00,246188000,PHFD   ,9268887,EYDEHAVN            ,3,24,6,0,70,105,6,8,5
BONA VENTURA,2023-03-24 08:12:32.317294+00:00,244005846,PG 3592,0,HARLINGEN,0,0,24,60,37,28,3,3,3
INGVALDSON          ,2023-03-24 08:12:32.319162+00:00,257030600,LG5614,0,GO JUL,0,0,24,60,30,0,15,0,5
TRANSOCEAN EQUINOX,2023-03-24 08:12:32.320572+00:00,258614000,LEXS,9633599,SKIPAVIKA,10,8,16,0,90,30,84,63,31
OYSKJAER,2023-03-24 08:12:32.340589+00:00,257185420,LM2085,0,,0,0,24,60,30,10,5,2,3
FENSFJORD           ,2023-03-24 08:12:32.341295+00:00,246188000,PHFD   ,9268887,EYDEHAVN            ,3,24,6,0,70,105,6,8,5
INGVALDSON          ,2023-03-24 08:12:32.342480+00:00,257030600,LG5614,0,GO JUL,0,0,24,60,30,0,15,0,5
TRANSOCEAN EQUINOX,2023-03-24 08:12:32.342918+00:00,258614000,LEXS,9633599,SKIPAVIKA,10,8,16,0,90,30,84,63,31
FAIRPLAY VIII,2023-03-24 08:12:32.401812+00:00,211286160,DNCD,0,HANSAHAFEN,3,22,12,42,52,10,15,2,5
MAERSK SURABAYA     ,2023-03-24 08:12:32.404512+00:00,219029762,OZSO2  ,9330068,FRLEH               ,3,24,3,0,79,261,71,18,26
DINERO              ,2023-03-24 08:12:32.405277+00:00,244670094,PI4330 ,0,WALSUM              ,7,21,11,0,79,89,16,2,8
VERNICOS OCEANOS,2023-03-24 08:12:32.455933+00:00,239998500,SVA7379,9186053,PIRAEUS,1,1,0,0,52,10,17,2,7
NOAA NANCY FOSTER,2023-03-24 08:12:32.463006+00:00,369912000,WTER,8993227,"CHARLESTON, SC",2,16,22,30,90,16,41,3,9
PRESTO              ,2023-03-24 08:12:32.504829+00:00,211719910,DKDA2  ,9782132,N0RDDEICH> GDW      ,3,21,18,30,40,18,10,5,4
BAHIA TRES          ,2023-03-24 08:12:32.505976+00:00,224994000,EADC   ,9428671,SINES               ,3,13,13,30,89,79,21,8,10
SVITZER STANLOW,2023-03-24 08:12:32.512337+00:00,235010620,MLNF7,9352793,,0,0,0,0,52,21,18,7,9
RUSADER,2023-03-24 08:12:32.515576+00:00,351053000,3EQR3,9006368,ES LCG,3,20,15,30,70,78,10,6,7
SERVAL              ,2023-03-24 08:12:32.518753+00:00,377103000,J8B4154,7636365,LE HAVRE            ,3,16,18,0,38,5,25,4,5
RUSADIR,2023-03-24 08:12:32.544060+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:12:32.544517+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
SERVAL              ,2023-03-24 08:12:32.545521+00:00,377103000,J8B4154,7636365,LE HAVRE            ,3,16,18,0,38,5,25,4,5
LADY LUCY           ,2023-03-24 08:12:32.546491+00:00,319152600,ZGIE6  ,8653384,PALMA STP           ,12,19,15,45,37,30,10,5,5
B. FRANKLIN REINAUER,2023-03-24 08:12:32.549126+00:00,367539090,WDG4684,9653238,US^0Q7N>0NLU        ,0,0,24,60,52,112,20,12,12
RUSADER,2023-03-24 08:12:32.551749+00:00,351053000,3EQR3,9006368,ES LCG,3,20,15,30,70,78,10,6,7
MAERSK SURABAYA     ,2023-03-24 08:12:32.563103+00:00,219029762,OZSO2  ,9330068,FRLEH               ,3,24,3,0,79,261,71,18,26
SERVAL              ,2023-03-24 08:12:32.564656+00:00,377103000,J8B4154,7636365,LE HAVRE            ,3,16,18,0,38,5,25,4,5
SERVAL              ,2023-03-24 08:12:32.651107+00:00,377103000,J8B4154,7636365,LE HAVRE            ,3,16,18,0,38,5,25,4,5
CONDOR LIBERATION   ,2023-03-24 08:12:32.745375+00:00,311037300,C6YL4  ,9551363,POOLE               ,3,20,20,45,40,54,48,10,16
LADY LUCY           ,2023-03-24 08:12:32.747701+00:00,319152600,ZGIE6  ,8653384,PALMA STP           ,12,19,15,45,37,30,10,5,5
NYSTUMOEN,2023-03-24 08:12:32.774272+00:00,258019780,LH5046,0,FISHFARMS CH 16,0,0,24,60,70,4,11,5,4
NYSTUMOEN,2023-03-24 08:12:32.782309+00:00,258019780,LH5046,0,FISHFARMS CH 16,0,0,24,60,70,4,11,5,4
JOOP RUTTE 1,2023-03-24 08:12:32.847915+00:00,244011558,PC8636,0,AMSTERDAM,0,0,0,0,99,6,6,1,3
NYSTUMOEN,2023-03-24 08:12:32.849652+00:00,258019780,LH5046,0,FISHFARMS CH 16,0,0,24,60,70,4,11,5,4
COSCO SCORPIO       ,2023-03-24 08:12:32.880351+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
COSCO SCORPIO       ,2023-03-24 08:12:32.880952+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
COSCO SCORPIO       ,2023-03-24 08:12:32.910578+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
COSCO SCORPIO       ,2023-03-24 08:12:32.911106+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
MAREEL VIRIDIAN     ,2023-03-24 08:12:32.913991+00:00,235102689,2HDH2  ,9787077,G YARMOUTH          ,3,24,12,0,40,13,13,4,4
XARIFA 1927         ,2023-03-24 08:12:32.915297+00:00,249708000,9HB4985,8669682,VALENCIA            ,9,29,19,30,37,23,26,5,4
XARIFA 1927         ,2023-03-24 08:12:32.939732+00:00,249708000,9HB4985,8669682,VALENCIA            ,9,29,19,30,37,23,26,5,4
HH 2015,2023-03-24 08:12:32.943002+00:00,211529560,DA3583,0,LUBMIN,6,1,12,0,79,17,11,5,6
MED VEGA            ,2023-03-24 08:12:32.943607+00:00,219029866,OZVT2  ,9905473,DE BRV              ,12,26,13,30,52,13,12,7,6
MAREEL VIRIDIAN     ,2023-03-24 08:12:32.944690+00:00,235102689,2HDH2  ,9787077,G YARMOUTH          ,3,24,12,0,40,13,13,4,4
COSCO SCORPIO       ,2023-03-24 08:12:32.982886+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
COSCO SCORPIO       ,2023-03-24 08:12:32.989431+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
INVOTIS 9,2023-03-24 08:12:32.992522+00:00,244030810,PA2023,0,ROTTERDAM          ,3,15,12,0,79,0,44,9,0
AVENTURA ,2023-03-24 08:12:33.009723+00:00,211665880,DGDL,0,BREMEN@@@@@@@@@B,5,31,18,0,69,27,11,4,2
COSCO SCORPIO       ,2023-03-24 08:12:33.013537+00:00,477183800,VRRX5  ,9789635,BE ANR              ,3,19,7,0,71,159,241,24,35
VRIJENBAN,2023-03-24 08:12:33.018949+00:00,244780279,PG2702,0,BOTLEK,11,24,0,0,79,31,10,2,5
HH 2015,2023-03-24 08:12:33.019728+00:00,211529560,DA3583,0,LUBMIN,6,1,12,0,79,17,11,5,6
LAPPLAND            ,2023-03-24 08:12:33.054990+00:00,255806291,CQAV9  ,9505132,SKUTSKAER           ,3,24,23,0,78,100,15,10,7
AVENTURA ,2023-03-24 08:12:33.061356+00:00,211665880,DGDL,0,BREMEN@@@@@@@@@B,5,31,18,0,69,27,11,4,2
RIX RIVER           ,2023-03-24 08:12:33.085450+00:00,209325000,P3LL5  ,9065948,VASTERAS            ,3,26,14,0,79,78,10,5,8
GREEN SELJE         ,2023-03-24 08:12:33.092903+00:00,308541000,C6IB5  ,8804529,NL IJM              ,3,16,12,0,70,88,21,14,4
MOONSHADOW,2023-03-24 08:12:33.129168+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
RAGNA,2023-03-24 08:12:33.134624+00:00,211265530,DGOG,9173329,NLRTM,3,23,10,45,70,90,10,16,3
MPOSS,2023-03-24 08:12:33.176968+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
SOLENT,2023-03-24 08:12:33.191146+00:00,244670970,PD2505,0,AMSTELHOEK,1,7,13,0,79,40,10,2,5
MPOSS,2023-03-24 08:12:33.191626+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
SOLENT,2023-03-24 08:12:33.239226+00:00,244670970,PD2505,0,AMSTELHOEK,1,7,13,0,79,40,10,2,5
HEROYSUND,2023-03-24 08:12:33.281831+00:00,258691000,LDKD,9666405,TJOTTA-FORVIK T/R,3,25,20,25,60,39,33,7,7
FROEY MERLIN        ,2023-03-24 08:12:33.282216+00:00,258857000,LEER   ,9472232,STAVANGER           ,3,21,12,34,90,11,37,7,4
M/S KROGH SENIOR,2023-03-24 08:12:33.294353+00:00,257774500,LM6275,0,                   ,1,1,1,1,30,13,3,2,3
SULAVAAG,2023-03-24 08:12:33.296975+00:00,259641000,LJQQ,9220873,,0,0,0,0,30,21,6,5,5
TERNINGEN           ,2023-03-24 08:12:33.303215+00:00,257333000,LGJQ   ,9693848,NO TRD<>NO KSU      ,3,15,18,30,40,14,27,7,4
RUSADIR,2023-03-24 08:12:33.305304+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:12:33.305898+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
HEROYSUND,2023-03-24 08:12:33.306320+00:00,258691000,LDKD,9666405,TJOTTA-FORVIK T/R,3,25,20,25,60,39,33,7,7
FROEY MERLIN        ,2023-03-24 08:12:33.306555+00:00,258857000,LEER   ,9472232,STAVANGER           ,3,21,12,34,90,11,37,7,4
M/S KROGH SENIOR,2023-03-24 08:12:33.307788+00:00,257774500,LM6275,0,                   ,1,1,1,1,30,13,3,2,3
SULAVAAG,2023-03-24 08:12:33.328487+00:00,259641000,LJQQ,9220873,,0,0,0,0,30,21,6,5,5
TERNINGEN           ,2023-03-24 08:12:33.331476+00:00,257333000,LGJQ   ,9693848,NO TRD<>NO KSU      ,3,15,18,30,40,14,27,7,4
HEROYSUND,2023-03-24 08:12:33.332205+00:00,258691000,LDKD,9666405,TJOTTA-FORVIK T/R,3,25,20,25,60,39,33,7,7
FROEY MERLIN        ,2023-03-24 08:12:33.332688+00:00,258857000,LEER   ,9472232,STAVANGER           ,3,21,12,34,90,11,37,7,4
