IMO,Name,Shipe_type,Fuel_conso_kg/nmile,CO2emission_kg/nmile
9102100,STOLT INVENTION,Chemical tanker,124.43,389.21
9102112,STOLT EFFICIENCY,Chemical tanker,122.72,382.98
9102124,STOLT CAPABILITY,Chemical tanker,109.38,340.96
9102710,MSC MEDITERRANEAN,Container ship,106.63,337.28
9102722,MSC CANBERRA,Container ship,107.09,339.5
9102746,MSC DON GIOVANNI,Container ship,100.81,320.84
9103013,EGE BEY,General cargo ship,30.17,96.72
9103128,STAR HANSA,General cargo ship,93.39,295.55
9103362,MEDKON SINOP,General cargo ship,54.33,171.43
9103374,MEDKON IZMIR,General cargo ship,48.66,153.53
9103398,GASCHEM WESER,Gas carrier,54.89,173.43
9103685,MSC BRIANNA,Container ship,195.04,610.39
9104263,SEA AMAZON H,Ro-ro ship,68.49,216.38
9104811,SAKAR,Bulk carrier,53.38,171.15
9104835,RHAPSODY,Ro-pax ship,289.03,914.51
9105035,MANDARIN ARROW,General cargo ship,106.57,334.1
9105970,EGY GLORY,Container ship,91.53,290.15
9106297,MARELLA EXPLORER,Passenger ship,386.29,1213.37
9106467,CASABLANCA A,Container ship,69.1,216.12
9106479,MED CORLU,Container ship,73.44,230.71
9106493,MED DENIZLI,Container ship,74.21,233.18
9106974,LADY JASMIN,General cargo ship,47.54,150.29
9106986,LADY LEYLA,General cargo ship,49.44,156.52
9107306,PINE ARROW,General cargo ship,87.82,277.31
9107318,CANELO ARROW,General cargo ship,85.49,268.82
9107681,WADI ALARAB,Bulk carrier,99.37,311.76
9107772,NORDKAPP,Ro-pax ship,71.65,229.7
9107784,NORDNORGE,Ro-pax ship,69.39,222.47
9107796,POLARLYS,Ro-pax ship,70.36,225.58
9107899,CAN YUCEL,Bulk carrier,61.83,195.44
9108063,PIRITA,Container ship,53.5,168.77
9108128,LISBON EXPRESS,Container ship,118.85,375.08
9108130,VALENCIA EXPRESS,Container ship,121.75,384.04
9108350,POLONIA,Ro-pax ship,122.96,387.45
9108398,MSC TIANA F,Container ship,109.77,346.05
9108556,CENK G,Ro-pax ship,78.36,245.03
9108568,EUROCARGO NAPOLI,Ro-ro ship,86.33,269.64
9108740,BERGSTRAUM,Chemical tanker,50.9,163.19
9109536,IDA,Bulk carrier,61.96,195.46
9109548,OLGA,Bulk carrier,59.76,187.63
9109768,TARIQ IBN ZIYAD,Ro-pax ship,221.21,698.05
9109964,GOZO,Bulk carrier,70.52,223.33
9110016,SUPERFERRY,Ro-pax ship,104.07,324.99
9110315,SANN  TRO,Bulk carrier,53.83,170.06
9110339,MUSTAFA BEY,Bulk carrier,51.09,161.7
9110377,MSC SAMANTHA,Container ship,219.4,691.66
9110389,MSC KATYAYNI,Container ship,232.07,731.49
9110391,MSC DYMPHNA,Container ship,244.73,771.79
9110901,EPSILON,Bulk carrier,75.04,234.27
9110913,ABRAHAM M,Bulk carrier,120.06,379.06
9111357,BOSPHORUS KING,Bulk carrier,74.3,234.3
9112296,MILAN EXPRESS,Container ship,138.1,435.27
9112351,ANGORA,Bulk carrier,64.83,204.69
9112466,MN TOUCAN,Ro-ro ship,62.78,201.27
9112765,KATTEGAT,Ro-pax ship,91.34,286.47
9112777,TANGER EXPRESS,Ro-pax ship,86.71,271.82
9113018,PASILA,General cargo ship,59,185.95
9113446,MSC CLAUDIA,Container ship,79.47,251.77
9113719,ALONDRA,Other ship types,37.15,119
9113850,NANA LEEN,Bulk carrier,59.73,188.74
9114232,BOW FAITH,Chemical tanker,99.1,314.36
9114347,MEDKON RIZE,General cargo ship,46.38,146.3
9114476,ALLEGRA,Bulk carrier,61,193.98
9116084,SU,General cargo ship,39.03,122.66
9116319,NAHIDE-M,Bulk carrier,57.23,181.23
9116369,MSC SENA,Container ship,120.29,379.71
9116515,GRIT CEMENT III,Other ship types,Division by zero!,Division by zero!
9117416,LITA,Bulk carrier,54.21,171.62
9117739,SAGA MONAL,General cargo ship,98.11,310.61
9117985,COMMODORE GOODWILL,Ro-ro ship,71.8,230.19
9118238,DIGNITY,Bulk carrier,64.16,205.7
9118496,CHRISTINA,Chemical tanker,45.81,146.86
9119414,ARROW,Ro-ro ship,69.38,222.44
9120205,SIERRA LARA,Refrigerated cargo carrier,47.57,149.03
9120243,MT BANDIRMA,Chemical tanker,44.16,141.56
9120384,VARNA,Ro-ro ship,66.5,209.89
9121273,ENDURANCE,Vehicle carrier,148.06,464.07
9121297,SAGA HORIZON,General cargo ship,86.4,270.04
9121625,STENA SCOTIA,Ro-ro ship,94.66,296.17
9121912,GAZIBEY,General cargo ship,60.02,192.43
9121998,MYKINES,Vehicle carrier,90.49,281.96
9122007,BORE BAY,Container/ro-ro cargo ship,99.14,309.23
9122576,SOTIRIA,Bulk carrier,113.68,356.56
9122655,DON CARLOS,Vehicle carrier,92.88,290.5
9122930,GLOVIS CORONA,Vehicle carrier,117.33,370.38
9122942,GLOVIS COMET,Vehicle carrier,126.67,406.12
9122966,ASIAN VISION,Vehicle carrier,113.17,357.15
9123702,BEREKET,Bulk carrier,50.54,160.32
9123788,MONTE DA GUIA,Container ship,61.45,191.97
9123805,JORDANIA,General cargo ship,83.58,263.97
9124471,STOLT PERSEVERANCE,Chemical tanker,115.89,361.48
9125217,PRINCE HADI,General cargo ship,61.83,195.38
9125229,PRINCE FAROUK,General cargo ship,41.42,131
9125267,FERICEK,Chemical tanker,52.48,167.22
9125279,NORMANNA,Oil tanker,54.94,171.92
9125372,CELESTINE,Ro-ro ship,107.18,337.94
9125384,CLEMENTINE,Ro-ro ship,97.05,304.18
9125944,STENA JUTLANDICA,Ro-pax ship,155.11,497.28
9126223,LAURA,General cargo ship,58.48,182.67
9126235,HJORDIS,General cargo ship,58.83,183.62
9126247,MARJATTA,General cargo ship,56.18,175.26
9126297,HONOR,Vehicle carrier,74.25,235.53
9126742,ROZA A,Container ship,65.05,203.96
9126754,TOMRIZ A,Container ship,82.95,260.07
9126766,CORELLI,Container ship,62.36,194.81
9126924,LEYLA KALKAVAN,Container ship,83.14,259.76
9127007,JAGUAR,Container ship,93.2,292.04
9127021,AVRA MITERAS,Container ship,97.7,306.32
9127136,WADI ALKARNAK,Bulk carrier,127.57,399.37
9127459,ALLEGRI,Container ship,61.95,193.58
9127538,EGY FUTURE,Container ship,94.29,297.98
9127576,POWER JET,Ro-pax ship,167.53,537.11
9127928,SIERRA QUEEN,Refrigerated cargo carrier,68.39,214.48
9128049,CROWN GARNET,Refrigerated cargo carrier,85.36,268.31
9128051,CROWN JADE,Refrigerated cargo carrier,83.23,260.03
9128063,CROWN OPAL,Refrigerated cargo carrier,76.19,239.62
9128142,DONNA MERAY,Bulk carrier,77.9,243.64
9128427,MARGAUX,General cargo ship,68.25,213.58
9128544,JAOHAR LIVIA,General cargo ship,73.83,233.34
9129263,BALTIC BRIGHT,Ro-ro ship,55.95,179.38
9129469,PERSEUS,Container ship,59.04,186.25
9129586,MONT VENTOUX,Ro-ro ship,88.54,279.36
9129598,ARK FUTURA,Ro-ro ship,92.69,296.96
9129706,FREEDOM,Vehicle carrier,89.93,283.46
9130432,BF FORTALEZA,Container ship,47.63,152.7
9130573,UNI-ASPIRE,Container ship,93.27,294.81
9130585,UNI-ASSENT,Container ship,87.54,276.53
9130597,UNI-ASSURE,Container ship,95.7,302.77
9130949,GRANDE AFRICA,Container/ro-ro cargo ship,114.46,358.81
9130951,GRANDE ATLANTICO,Container/ro-ro cargo ship,114.7,359.76
9131527,EUROCARGO PATRASSO,Ro-ro ship,153.57,484.79
9131539,GAZ LIBERTY,Gas carrier,1583.56,4997.04
9131797,MECKLENBURG-VORPOMMERN,Ro-pax ship,151.26,478.51
9131955,AUTOPRIDE,Vehicle carrier,66.52,213.25
9131967,AUTOPROGRESS,Vehicle carrier,67.53,216.51
9131993,SC CONNECTOR,Ro-ro ship,63.16,202.5
9132002,COLOR CARRIER,Ro-ro ship,106.46,332.29
9132014,FINNMASTER,Ro-ro ship,109.62,341.68
9132492,BOGDAN,Bulk carrier,50.12,159.11
9132507,QUEEN SARA,General cargo ship,48.97,154.63
9132662,LUGANO,Bulk carrier,52.19,165.54
9133410,HONG FA SHANG HAI,General cargo ship,76.33,237.9
9133757,PROPUS,General cargo ship,123.72,393.54
9133915,SKANE,Ro-pax ship,167.16,528.62
9134153,WEC MAJORELLE,Container ship,63.27,197.85
9135262,ARIADNE,Ro-pax ship,211.76,660.41
9135638,MSC JEANNE,Container ship,131.32,414.14
9135822,SIERRA LEYRE,Refrigerated cargo carrier,57.36,180.26
9135896,CHAMPION JET 2,Ro-pax ship,131.57,421.81
9136034,PELAGOS,Ro-pax ship,118.6,370.46
9136539,AT 27,Bulk carrier,51.9,164.43
9136931,BRAVE COMMANDER,Bulk carrier,60.06,189.81
9136967,VIKING PRINCESS,Vehicle carrier,37.93,118.72
9137234,KAPITAN SHYRIAGIN,General cargo ship,22.09,70.83
9137997,FINNCLIPPER,Ro-pax ship,209.85,658.39
9138006,VIZZAVONA,Ro-pax ship,170.43,532.43
9138276,PANTHER,Container ship,105.39,331.35
9138305,MONEMVASIA,Container ship,124.56,388.18
9138329,HAMBURG,Passenger ship,97.9,313.88
9138355,K-RIVER,Container ship,55.31,172.98
9138381,GRANDE EUROPA,Container/ro-ro cargo ship,108.9,340.81
9138393,GRANDE MEDITERRANEO,Container/ro-ro cargo ship,119.74,375.04
9138408,AIGRAN D,Chemical tanker,55.28,174.12
9138410,REPUBBLICA ARGENTINA,Container/ro-ro cargo ship,140.35,437.28
9138422,REPUBBLICA DEL BRASILE,Container/ro-ro cargo ship,136.84,427.4
9138446,MILOS,Bulk carrier,56.95,180.65
9138513,DON PASQUALE,Vehicle carrier,123.02,388.36
9138525,DON QUIJOTE,Vehicle carrier,132.74,417.59
9138692,PRINCE MOUHAMMAD,Bulk carrier,60.51,191.28
9138783,MSC BRIDGE,Ro-ro ship,122.27,386.69
9139086,MSC POLO II,Container ship,139.02,438.52
9139256,EDFU,Bulk carrier,88.31,276.67
9139268,ESNA,Bulk carrier,95.98,300.88
9139294,HAPPY RIVER,General cargo ship,81.51,255.18
9139309,HAPPY ROVER,General cargo ship,87.08,272.58
9139311,HAPPY RANGER,General cargo ship,71.94,224.54
9139646,KRETA S,Container ship,94.25,297.23
9141118,CHARO B,Container ship,66.27,208.99
9141235,BISCAYNE LIGHT,Bulk carrier,62.59,198.84
9141297,MSC ROCHELLE,Container ship,207.06,654.9
9141780,MSC GIANNINA,Container ship,101.47,320.33
9141792,CIELO DI RABAT,Container ship,144.62,454.52
9141807,DEUTSCHLAND,Passenger ship,175.27,553.58
9141912,HILAL BEY,General cargo ship,37.14,116.84
9142459,ULYSSE,Ro-ro ship,109.77,342.42
9142461,SALAMMBO,Ro-ro ship,117.79,367.12
9142514,MEDEMBORG,General cargo ship,48.29,153.74
9142540,DONA BLE,General cargo ship,47.49,150.19
9142552,MERWEBORG,General cargo ship,53.59,170.27
9142564,MANISA BELEN,General cargo ship,51.47,162.97
9142605,ISLE OF INISHMORE,Ro-pax ship,198.31,629.8
9143099,BALTIC PURPLE,Refrigerated cargo carrier,80.16,252.2
9143207,BOW FLORA,Chemical tanker,94.58,299.41
9143439,SANTA MARTINA,Chemical tanker,95.86,303.97
9143441,EXCELLENT,Ro-pax ship,229.86,717.8
9143491,FIOR DI LEVANTE,Ro-pax ship,87.66,278.11
9143544,KOBE EXPRESS,Container ship,186.04,587.26
9143556,DUSSELDORF EXPRESS,Container ship,153.01,484.05
9143697,CHAMPION EXPRESS,Chemical tanker,Division by zero!,Division by zero!
9143702,GRAN BRETAGNA,Container/ro-ro cargo ship,117.79,368.52
9143752,FRIO GALICIA,Refrigerated cargo carrier,70.97,221.83
9143855,OUED ZIZ,Container ship,68.58,217.45
9143879,OKEE LILO,Container ship,77.19,241.14
9143972,WEC BRUEGHEL,Container ship,64.27,200.46
9144043,MLS GEMMA,Bulk carrier,74.99,234.09
9144081,BASTØ I,Ro-pax ship,40.52,129.9
9144093,BASTØ II,Ro-pax ship,32.74,104.95
9144251,LYSVIK SEAWAYS,General cargo ship,53.7,172.15
9144263,LYSBRIS SEAWAYS,General cargo ship,64.09,205.47
9144354,SAGA SKY,General cargo ship,93.88,297.14
9144419,PRINS RICHARD,Ro-pax ship,73.49,235.62
9144421,PRINSESSE BENEDIKTE,Ro-pax ship,68.94,221.01
9144718,JONA SOPHIE,Container ship,78.6,247.89
9144720,BARBARA P,Container ship,80.14,252.81
9144732,VINCENZO FLORIO,Ro-pax ship,198.52,620.15
9144744,RAFFAELE RUBATTINO,Ro-pax ship,173.65,542.65
9144811,CRUISE SMERALDA,Ro-pax ship,186.23,581.07
9145164,FINNFELLOW,Ro-pax ship,135.76,424.99
9145176,STENA GERMANICA,Ro-pax ship,158.51,507.32
9145229,TZAREVICH,Bulk carrier,64.64,207.23
9145231,TZAREVNA,Bulk carrier,59.13,189.56
9145413,ICARUS III,Oil tanker,719207,2305780
9145437,CASTILLO DE MONTERREAL,Oil tanker,145.74,457.41
9145695,YILDIZLAR 2,Other ship types,86.25,269.83
9145982,EFI THEO,Bulk carrier,92.85,293.22
9146053,NECO K,Bulk carrier,30.13,96.61
9146106,COMET,Bulk carrier,41.6,131.92
9146314,DIAMANTIS P.,Container ship,128.95,404.25
9146479,MSC VILDA,Container ship,320.44,1011.81
9146974,HONORINE,Bulk carrier,75.93,238.12
9147071,MSC SAO PAULO,Container ship,172.75,545.41
9147215,MED CERKEZKOY,Container ship,69.69,218.84
9147681,ANNEMIEKE,General cargo ship,87.36,274.43
9147708,GRIETJE,General cargo ship,88.8,278.32
9147710,ANNEGRET,General cargo ship,86.33,271.49
9147734,GISELA ESSBERGER,Chemical tanker,65.56,210.17
9147746,MIMMO IEVOLI,Chemical tanker,63.74,199.67
9147863,GABRIELA H,General cargo ship,30.21,95.62
9147875,LADY DEBORA,General cargo ship,35.04,112.35
9148582,LIA IEVOLI,Chemical tanker,68.43,213.95
9149328,MSC NADRIELY,Container ship,134.67,419.73
9149495,STOLT SEA,Chemical tanker,90.56,284.18
9149512,STOLT SUN,Chemical tanker,101.68,319.39
9149524,STOLT SPAN,Chemical tanker,80.45,251.51
9149677,PRINCESS LAYLA,General cargo ship,64.95,205.17
9149732,LADY PERLA,General cargo ship,62.89,199.24
9149885,FIONA,Container ship,93.26,299
9149897,CARLA-LIV,Container ship,95.07,297.88
9150030,HAMLET,Ro-pax ship,85.53,274.22
9150080,JAOHAR ADAM,Container ship,60.35,190.67
9150315,STOLT SYPRESS,Chemical tanker,105.69,330.68
9150327,VENEZIA D,Chemical tanker,61.24,193.31
9150339,AQUARIUS ACE,Vehicle carrier,76.25,240.06
9150341,PEGASUS ACE,Vehicle carrier,69.82,221.1
9150420,INSULAR,Container ship,58.33,182.13
9150614,HAI GONG YOU 306,Oil tanker,68.52,214.96
9150743,AMINEH M.,General cargo ship,72.99,231.06
9151008,CHAMPION JET 1,Ro-pax ship,131.5,421.58
9151101,K-STREAM,Container ship,67.54,212.55
9151113,PROCYON,Refrigerated cargo carrier,70.18,221.39
9151383,SEBAT,Bulk carrier,50.54,160.37
9151515,ADASTAR,General cargo ship,57.92,183.17
9151539,SCHLESWIG-HOLSTEIN,Ro-pax ship,77.85,249.58
9151541,DEUTSCHLAND,Ro-pax ship,70.72,226.72
9152181,TAGANROGSKIY ZALIV,Refrigerated cargo carrier,52.59,164.94
9152820,RINA,Oil tanker,187.98,589.14
9152923,BELITAKI,Container ship,103.22,324.27
9153020,SUECIA SEAWAYS,Ro-ro ship,139.43,435.31
9153032,BRITANNIA SEAWAYS,Ro-ro ship,142.99,446.19
9153056,SEAEAGLE,Bulk carrier,86.29,271.36
9153214,HAI GONG YOU 309,Oil tanker,86.74,273.39
9153642,JUMBO VISION,Other ship types,59.64,188.77
9153654,FAIRLANE,Other ship types,62.03,196.1
9153850,MAERSK KIEL,Container ship,227.62,713.54
9153862,MAERSK KALMAR,Container ship,245.76,773.18
9154268,KAN 2,General cargo ship,60.89,192.94
9154270,ALGRACE,General cargo ship,64.79,204.43
9154282,KEMET STAR,General cargo ship,70.01,221.03
9155107,MSC MARIA PIA,Container ship,135.83,430.72
9155767,CHAMPION TERN,Chemical tanker,83.35,261.62
9155925,KONINGSBORG,General cargo ship,38.27,121.49
9156539,SVEVA,Oil tanker,88.91,277.49
9157284,SELANDIA SEAWAYS,Ro-ro ship,146.67,457.45
9157478,NAVIGATOR MAGELLAN,Gas carrier,91.68,286.18
9157868,LAURA S,General cargo ship,68.67,214.26
9158070,ABANA,Bulk carrier,44,140.9
9158082,SAVA,Bulk carrier,46.27,148.34
9158159,BALGARKA,Bulk carrier,75.17,240.49
9158240,SYN ALTAIR,Gas carrier,55.76,176.29
9158276,AQUARIUS LEADER,Vehicle carrier,95.22,300.76
9158458,EKATERINA,Bulk carrier,65.5,207.58
9158549,ORIENTAL REEFER,Refrigerated cargo carrier,85.46,267.08
9158604,GLOVIS CHORUS,Vehicle carrier,110.56,349.26
9158616,ASIAN CAPTAIN,Vehicle carrier,113.77,360.19
9159103,CROWN RUBY,Refrigerated cargo carrier,89.01,279.28
9159115,CROWN SAPPHIRE,Refrigerated cargo carrier,84.34,262.91
9159737,CAPE SCOTT,Bulk carrier,64.31,203.08
9160310,IEVOLI SPEED,Chemical tanker,58.11,181.72
9160334,VECHTBORG,General cargo ship,43.76,139.24
9160346,VLISTBORG,General cargo ship,42.48,135.19
9160475,TENNA KOSAN,Gas carrier,55.12,173.02
9160487,TESSA KOSAN,Gas carrier,64.46,202.29
9160619,LOCH RANNOCH,Oil tanker,409.8,1313.81
9160724,BALTIC LORD,Refrigerated cargo carrier,85.99,269.42
9160736,BALTIC LADY,Refrigerated cargo carrier,95.08,299.29
9160774,AKRANES,Ro-ro ship,103.28,322.53
9160798,SAGA BEIJA-FLOR,General cargo ship,87.15,274.65
9160920,FAS DAMMAM,General cargo ship,95.74,302.21
9161297,MSC PAOLA,Container ship,150.76,475.06
9161869,AQUIS PERLA,General cargo ship,49.88,157.21
9161883,ELEGANT,General cargo ship,42.64,133.27
9161948,JEAN NICOLI,Ro-pax ship,212.15,663.64
9162227,MAERSK KIMI,Container ship,231.68,730.87
9162411,JADE I,Bulk carrier,66.66,210.44
9162631,MSC ASLI,Container ship,106.97,337.4
9162643,MSC LEA,Container ship,105.91,334.06
9162667,LEONIE P,Container ship,84.43,266.14
9162681,ALASA,Container ship,60.05,192.51
9163192,MSC UMA,Container ship,114.17,360.35
9163403,SIERRA LAUREL,Refrigerated cargo carrier,48.87,153.23
9163685,DINTELBORG,General cargo ship,48.82,155
9163697,DONGEBORG,General cargo ship,48.53,154.19
9164237,ALEXANDER MAERSK,Container ship,70.96,222.02
9164756,CALA PINO,Refrigerated cargo carrier,110.33,343.83
9164768,CALA PULA,Refrigerated cargo carrier,108.3,337.55
9164770,CALA PALMA,Refrigerated cargo carrier,108.94,339.65
9164782,CALA PEDRA,Refrigerated cargo carrier,102.78,320.24
9164794,SOUTH RIVER,General cargo ship,59.95,187.31
9164811,PUFFIN S,General cargo ship,52.29,164.8
9165310,EUROCARGO ISTANBUL,Ro-ro ship,93.39,291.53
9165358,MISSISSAUGA EXPRESS,Container ship,160.77,506.49
9165360,OTTAWA EXPRESS,Container ship,137.83,432.82
9165695,QUANTRA,Bulk carrier,72.77,231.23
9165827,ELYANA,General cargo ship,91.93,289.07
9166211,EKATERINA,Bulk carrier,81.1,255.97
9166637,MELUSINE,Ro-ro ship,89.45,281.85
9166651,MSC ALIX 3,Container ship,121.82,384.68
9166778,MSC ABY,Container ship,273.73,862.84
9166780,MSC ELLEN,Container ship,297.19,940.51
9166869,JAL PARI,Chemical tanker,57.01,179.66
9166895,YU HENG XIAN FENG,Ro-ro ship,Division by zero!,Division by zero!
9167150,OASIS II,Oil tanker,93,290.88
9167318,SHORTHORN EXPRESS,General cargo ship,38.54,120.48
9167801,CERES TWO,Refrigerated cargo carrier,225.72,703.75
9167942,MERITO,Container ship,75.91,238.52
9168154,EAGLE TRADER,General cargo ship,68.34,215.68
9168192,MAERSK PENANG,Container ship,133.57,419.52
9168207,MAERSK PALERMO,Container ship,144.5,454.73
9168221,MAERSK PATRAS,Container ship,130.58,406.66
9168611,STOLT SPRAY,Chemical tanker,96.95,304.88
9168623,STOLT SURF,Chemical tanker,79.54,248.21
9168635,BOW FORTUNE,Chemical tanker,125.17,396.15
9168647,STOLT COMMITMENT,Chemical tanker,124.5,388.18
9169029,MSC EDITH,Container ship,140.76,443.79
9169031,MSC MARYLENA,Container ship,125.65,396.21
9169043,MSC CAITLIN,Container ship,117.08,369.18
9169055,MSC ADRIANA,Container ship,152.19,479.92
9169067,MSC MIA SUMMER,Container ship,130.37,411.14
9169122,MSC ANNICK,Container ship,186.23,580.41
9169316,GRAND CHOICE,Vehicle carrier,97.03,307.08
9169330,AQUATA,Bulk carrier,103.61,327.26
9169768,ICE HAWK,Oil tanker,160.75,510.3
9169782,ONYX,Oil tanker,85.09,264.96
9169940,STOLT STREAM,Chemical tanker,86.3,270.86
9170183,AVEMAR DOS,Ro-pax ship,155.26,497.75
9170597,TRANS IBERIA,Chemical tanker,84.81,266.3
9170999,MN PELICAN,Ro-ro ship,108.79,339.11
9171113,BLUE BEAD,General cargo ship,76.96,243.04
9171163,GOTLANDIA,Ro-pax ship,Division by zero!,Division by zero!
9171280,HOEGH TRADER,Vehicle carrier,116.74,366.03
9171345,MARINOULA,Oil tanker,125.75,394.06
9171371,KAZIM DEDE,General cargo ship,35.07,112.19
9171383,LADY SHAM,General cargo ship,37.73,119.15
9171395,IMMENSITY,General cargo ship,33.71,108.06
9171474,HICRIKAAN,Chemical tanker,58.12,183.76
9172105,SELAMET,Bulk carrier,48.65,154.17
9172155,HELGA ESSBERGER,Chemical tanker,64.75,207.59
9172167,IEVOLI SHINE,Chemical tanker,61.75,193.08
9172210,DORIS,Chemical tanker,55.84,179.03
9172222,FINNSTRAUM,Chemical tanker,57.36,183.91
9172258,MELATI 5,Chemical tanker,120.04,379.09
9172260,MELATI 6,Chemical tanker,133.25,421.88
9172272,MELATI 7,Chemical tanker,103.19,325.96
9172703,FRIO AEGEAN,Refrigerated cargo carrier,77.55,244.36
9172870,BETTY KNUTSEN,Oil tanker,217.39,696.95
9172947,FRIO STAR,Refrigerated cargo carrier,60.94,191.56
9172959,CERES THREE,Refrigerated cargo carrier,241.94,754.03
9173068,CLIPPER HARALD,Gas carrier,95.88,299.12
9173070,MARIGOLA,Gas carrier,88.06,277.84
9173355,GOLDEN SEA,Bulk carrier,44.49,139.64
9173692,TALI,General cargo ship,61.2,192.88
9174282,DELPHINUS LEADER,Vehicle carrier,100,315.81
9174775,JOURI,Other ship types,53.31,168.66
9175157,MAMMAD AMIN RESULZADEH,General cargo ship,91.68,290.4
9175494,EUROCARGO SALERNO,Ro-ro ship,102.48,323.58
9175705,MANDO,Container ship,81.2,254.46
9175767,ERDEK,Chemical tanker,47.79,150.04
9175779,MAERSK ARUN,Container ship,72.76,227.08
9175781,MAERSK ANTWERP,Container ship,85.71,267.33
9176046,SUPEREXPRESS,Ro-pax ship,165.4,530.27
9176058,MAX,Ro-pax ship,119.38,382.72
9176060,SKANE JET,Ro-pax ship,111.98,359.01
9176072,MANANNAN,Ro-pax ship,139.08,445.88
9176395,HOEGH TRANSPORTER,Vehicle carrier,102.17,319.89
9176565,BOHEME,Vehicle carrier,134.26,422.04
9176577,ELEKTRA,Vehicle carrier,112.16,353.4
9176632,ASIAN EMPEROR,Ro-ro ship,114.13,363.58
9176694,TRANS CATALONIA,Chemical tanker,87.92,276.69
9176929,ANNELEEN KNUTSEN,Oil tanker,215.59,691.19
9177428,GREEN RIDGE,Vehicle carrier,108.71,341.06
9177430,AH SHIN,Vehicle carrier,92.85,292.89
9177557,NAVIGATOR VENUS,Gas carrier,97.29,307.94
9177777,SEAWAY K,Other ship types,47.98,152.05
9177789,ERKUL S,General cargo ship,42.85,136.07
9177985,SKYROS,Bulk carrier,70.68,223.1
9178197,STOLT CONCEPT,Chemical tanker,121.25,379.61
9178202,STOLT EFFORT,Chemical tanker,114.08,357.46
9178599,ELYROS,Ro-pax ship,208.79,650.76
9179256,ATLANTIC REEFER,Refrigerated cargo carrier,90.02,280.33
9179268,PACIFIC REEFER,Refrigerated cargo carrier,87.47,272.39
9179373,VOORNEBORG,General cargo ship,41.96,133.37
9179555,KARINA,General cargo ship,102.85,321.24
9179567,NICOLA,General cargo ship,93.47,295.15
9179725,MANON,Vehicle carrier,106.06,333.4
9179983,MAIN HIGHWAY,Vehicle carrier,49.09,157.39
9179995,NECKAR HIGHWAY,Vehicle carrier,49.61,159.04
9180190,JOLLY EXPRESS,Ro-ro ship,101.66,321.08
9180205,JOLLY BLUE,Ro-ro ship,99.65,314.37
9180358,ISA,Bulk carrier,68.07,214.52
9180360,ISOLDA,Bulk carrier,65.7,206.3
9180372,ISADORA,Bulk carrier,75.55,238.36
9180384,IRYDA,Bulk carrier,70.63,223.45
9180396,IRMA,Bulk carrier,76.38,240.85
9180839,MOEZELBORG,General cargo ship,45,143.33
9180918,ANTIGONI,Bulk carrier,122.35,381.43
9180956,GUANA,General cargo ship,64.22,200.69
9180968,MSC SHEILA,General cargo ship,61.43,194.1
9181077,ESTRADEN,Container/ro-ro cargo ship,90.47,285.29
9181106,FINBO CARGO,Ro-pax ship,167.05,527.33
9181118,CAPE NATALIE,Bulk carrier,Division by zero!,Division by zero!
9181120,HIROKI,Bulk carrier,83.64,264.64
9181132,WILD COSMOS,Refrigerated cargo carrier,72.7,228.82
9181144,BALTIC HEATHER,Refrigerated cargo carrier,68.54,215.57
9181156,BALTIC JASMINE,Refrigerated cargo carrier,88.8,277.53
9181168,WILD LOTUS,Refrigerated cargo carrier,77.15,242.48
9181170,INVINCIBLE,Refrigerated cargo carrier,62.88,198.32
9181376,SILVER RAY,Vehicle carrier,75.75,239.5
9181493,SANTORINI,General cargo ship,66.89,211.99
9181558,LEO LEADER,Vehicle carrier,107.52,339.74
9181560,GREEN COVE,Vehicle carrier,102.81,322.11
9181651,MSC INGRID,Container ship,195.65,616.54
9181675,MSC SARAH,Container ship,199.35,628.58
